"","...1","ID","net_inc_percap2019","net_inc2019","plr","year","Nom","udc","pdc","ps","pes","pvl","pbd","pev_pcs","perc","dec","taux_participation"
"62",62,2841,33663,19,9,2019,"Anwil",30.1,2.4,11.1,25,7.2,1.1,14,43,5,47.9
"63",63,3101,45089,261,NA,2019,"Appenzell",25.6,64.2,9.7,NA,NA,NA,NA,86,9,50.2
"64",64,5421,42016,61,26,2019,"Apples",15.2,1.7,20.7,20.6,8.9,0.6,1.3,80,8,47.5
"65",65,5143,39440,15,15.5,2019,"Aranno",7.2,15.1,16.3,24.4,1.4,NA,NA,72,8,46
"66",66,6261,34518,45,10.7,2019,"Arbaz",17.5,23,21.6,20.1,0.8,NA,0.7,48,5,62.5
"67",67,5001,31234,158,21.6,2019,"Arbedo-Castione",9.6,15.9,19.6,11.1,1.1,NA,NA,28,3,47
"68",68,2881,45473,26,11.2,2019,"Arboldswil",41.2,3.9,13.7,15.6,3.3,1,10.2,87,9,52
"69",69,4401,30979,458,11.4,2019,"Arbon",28.7,17.7,17,13.4,6,1.6,2.3,27,3,31.7
"70",70,381,33086,54,6.5,2019,"Arch",45.7,0.7,7,7.8,8.6,15.8,2.1,39,4,37.9
"71",71,2171,34596,36,14.9,2019,"Arconciel",13.6,18.6,24.3,14.9,7.2,0.2,3.5,48,5,42.1
"72",72,6021,26370,87,16.9,2019,"Ardon",22.9,29.1,17.7,9.9,0.7,NA,0.8,6,1,49.9
"73",73,2821,44456,73,15.9,2019,"Arisdorf",41.3,5.9,11.6,14,4.3,2.5,4.3,85,9,41.1
"74",74,4222,40032,60,7.5,2019,"Aristau",42,13.8,10.3,7.8,8.9,3.5,2.6,74,8,42
"75",75,2763,57418,526,23.9,2019,"Arlesheim",14,8.8,20.7,23.8,5.7,0.8,2.3,95,10,48.5
"76",76,5701,63619,15,30.3,2019,"Arnex-sur-Nyon",15.9,7.9,6.8,15.3,15.5,1,2.1,97,10,46.4
"77",77,5743,35805,23,28.4,2019,"Arnex-sur-Orbe",20.2,1.7,18.3,17.1,5.8,0.7,0.6,56,6,51.5
"78",78,4061,49917,93,15.9,2019,"Arni (AG)",31.2,8.7,11.6,11.7,12.9,3.4,1.4,91,10,47.9
"79",79,602,28173,26,3.1,2019,"Arni (BE)",61.7,0.3,4,6.7,6.1,9.9,3.2,12,2,48.1
"80",80,5144,29622,29,18,2019,"Arogno",10.5,9.2,15.8,19.3,0.9,NA,NA,19,2,54.9
"81",81,3921,34984,110,17.2,2019,"Arosa",37.7,9,9.2,6.6,10,10.5,NA,51,6,39.5
"82",82,1362,35296,429,22.5,2019,"Arth",33.1,19.2,17.2,2.4,5,NA,0.5,53,6,47.6
"83",83,5702,56673,159,20.7,2019,"Arzier-Le Muids",24.3,4.9,10.8,17.6,14.5,0.8,1.5,95,10,46.6
"84",84,5091,44577,245,28.8,2019,"Ascona",12.1,16.7,8.4,16.6,1.4,NA,NA,85,9,49.3
"85",85,5511,42591,46,24.3,2019,"Assens",24.6,6.9,18.4,10.5,9.7,0.5,0.7,81,9,45
"86",86,5146,33612,10,7.9,2019,"Astano",19.1,7.8,14.8,24.8,3.7,NA,NA,43,5,47.7
"87",87,2321,38927,139,11.1,2019,"Attalens",22.1,14.6,22.1,13.5,7.3,0.4,4.7,70,7,36.8
"88",88,1203,32253,56,NA,2019,"Attinghausen",38.3,48,11.5,NA,NA,NA,NA,34,4,48.8
"89",89,971,35454,54,9.9,2019,"Attiswil",44,1.6,12,9.2,6.2,9.8,1.9,54,6,43
"90",90,3231,34658,271,14.5,2019,"Au (SG)",34.3,19.6,11.5,8.9,7.8,0.9,1.1,49,5,37.1
"91",91,5422,48914,160,29.1,2019,"Aubonne",14.7,2.6,17.8,18.6,9.5,0.5,1.9,90,9,49.9
"92",92,2061,101073,29,14.2,2019,"Auboranges",29.3,19.9,20,7.4,5.1,1.1,1.8,100,10,42.6
"93",93,4091,48592,78,17.3,2019,"Auenstein",32.2,4.9,14.2,7.9,11.2,3.5,6,90,9,51.7
"94",94,2822,42962,45,16.8,2019,"Augst",26.2,7.9,19.7,18.8,6.7,1.6,2.4,82,9,45.7
"95",95,6191,30849,20,1,2019,"Ausserberg",26.6,59.6,7.7,4.1,0.9,NA,0,26,3,71.7
"96",96,322,25882,11,4.3,2019,"Auswil",51.4,0.2,5,9.2,2.9,11.2,2.7,5,1,42
"97",97,2173,32911,26,17,2019,"Autigny",23.2,15.1,20,11.7,4.8,0.6,4.2,38,4,41.9
"98",98,4223,32957,71,7.6,2019,"Auw",38.9,25.9,6.2,6.6,6,3.4,3.7,38,4,39.6
"99",99,5324,27291,41,13.8,2019,"Avegno Gordevio",10.1,23.3,14.9,20.3,1.2,NA,NA,9,1,53
"100",100,5451,26111,112,21.4,2019,"Avenches",25,2.4,25.9,10.5,6.7,0.4,2.3,6,1,35.8
"101",101,3681,24502,4,7.7,2019,"Avers",29.3,8.4,14.8,1.3,9.2,29.3,NA,4,1,51.7
"102",102,2174,39730,76,25.2,2019,"Avry",14.7,12.6,21,12.4,6.8,0.2,5.1,73,8,49.7
"103",103,6603,39009,67,11.2,2019,"Avully",15.4,4.9,18.3,27,6.8,0.2,0.3,71,8,39
"104",104,6604,56718,79,19,2019,"Avusy",11.1,17.3,9.2,25.3,7,0.3,0.1,95,10,47.2
"105",105,6082,33435,137,14.6,2019,"Ayent",14.8,24,28.1,14.1,0.6,NA,1.3,42,5,62.1
"106",106,1701,56875,1400,13.3,2019,"Baar",28.2,22.7,10,19.7,5.4,NA,0.7,95,10,50.3
"107",107,51,38960,163,20.6,2019,"Bachenbülach",31.4,3.7,13.5,9.2,11.9,1.9,4.8,70,8,40.5
"108",108,81,41241,24,3.7,2019,"Bachs",54.6,1.1,9.2,14.5,7.6,1.6,1.4,78,8,56.4
"109",109,3291,35973,225,16.6,2019,"Bad Ragaz",30.6,20.5,8.5,9.6,9.5,1.3,1,57,6,40.1
"110",110,4323,33510,146,12,2019,"Bad Zurzach",31.1,16.1,17.9,9.2,6.6,2.9,1.2,42,5,42.6
"111",111,4021,47291,924,14.8,2019,"Baden",14.7,9.4,24.4,15.4,13.6,2.2,2.5,89,9,54.1
"112",112,6031,58307,475,22.6,2019,"Bagnes",13.9,37.1,11,11,1.2,NA,2.1,95,10,44.8
"113",113,4301,41565,11,18.2,2019,"Baldingen",39,10.9,10.6,9.3,4.5,4.7,0.6,79,8,42.6
"114",114,5242,30168,99,17.5,2019,"Balerna",9.2,20.3,14.5,14.8,0.1,NA,NA,22,3,53
"115",115,3232,44067,216,16.6,2019,"Balgach",30.6,21.8,10.6,9,8.3,0.4,1,85,9,43.1
"116",116,5744,28981,32,19.1,2019,"Ballaigues",29.1,2.5,20.5,14.3,6.1,0.3,2.1,15,2,43.9
"117",117,5423,34721,19,27.1,2019,"Ballens",30.2,1.6,17.2,8,8.6,0.1,1.2,49,5,51.5
"118",118,1023,37023,100,13.2,2019,"Ballwil",32.5,32.3,8,6.9,5.9,NA,0.3,62,7,51
"119",119,2541,42523,9,20,2019,"Balm bei Günsberg",24.5,16.3,13.7,4.7,13,5.2,0.2,81,9,63.1
"120",120,2422,30100,188,21.7,2019,"Balsthal",31.1,20.4,12.4,5.8,5.2,1.3,0.9,21,3,47.5
"121",121,6281,31423,42,2.3,2019,"Baltschieder",31.5,52.2,8.3,3.8,1.5,NA,0,29,3,59.2
"122",122,323,31885,21,7.7,2019,"Bannwil",44.7,0.7,16.3,6.4,3.8,12,1.7,32,4,43.4
"123",123,6605,48640,111,19.2,2019,"Bardonnex",12.2,16,9.1,26.1,4.5,0.3,0.5,90,9,49.2
"124",124,302,30851,32,3.5,2019,"Bargen (BE)",40.3,0.7,12.8,9.8,6.2,14,4.8,26,3,47.8
"125",125,2931,34651,11,3.9,2019,"Bargen (SH)",59,2,19.1,5.9,6.3,NA,0,49,5,56.8
"126",126,2162,29357,45,20.6,2019,"Bas-Intyamon",17.2,22.7,20.9,9.5,4.7,0.1,2,17,2,42.3
"127",127,4536,35879,66,6.3,2019,"Basadingen-Schlattingen",47.3,8.7,11.1,12.3,8.4,2.6,1.2,57,6,42.7
"128",128,2701,43260,7494,5.8,2019,"Basel",11.3,4.1,34,19.4,5.6,0.4,1.5,83,9,49.4
"129",129,6807,25644,32,13.8,2019,"Basse-Allaine",11.7,40.1,23.6,7,NA,NA,3.8,5,1,41.6
"130",130,52,40518,479,13.6,2019,"Bassersdorf",32.9,4.2,17.3,9,12.3,2.4,3.4,76,8,38
"131",131,5703,49465,69,17.5,2019,"Bassins",22.7,2.9,17.3,20.1,13.2,1,1.6,90,9,46.7
"132",132,1204,39440,7,NA,2019,"Bauen",31.5,50.7,15.1,NA,NA,NA,NA,72,8,60.6
"133",133,5745,32702,34,10.8,2019,"Baulmes",29.6,0.8,18.8,26.1,4.5,0.4,1,37,4,45.5
"134",134,297,34865,170,5.3,2019,"Bauma",44.1,3.1,10.9,9.5,7.6,1.6,8.7,50,6,47.9
"135",135,5746,34792,33,17.5,2019,"Bavois",28.1,1.5,20.8,16.8,6.8,0.6,1.3,50,5,42.3
"136",136,571,28461,34,4.7,2019,"Beatenberg",46.5,0.9,8.2,10.9,5.1,5.6,5.2,13,2,48.9
"137",137,1501,43936,162,NA,2019,"Beckenried",66.5,33.5,NA,NA,NA,NA,NA,84,9,49.7
"138",138,5148,35856,55,18.3,2019,"Bedano",18.9,12.1,13.6,10,0.2,NA,NA,56,6,51.6
"139",139,5149,31112,19,10.4,2019,"Bedigliora",14.7,16.2,16.6,17.5,1.9,NA,NA,27,3,46.8
"140",140,5063,70291,7,13,2019,"Bedretto",19.7,32,9.4,1.2,0,NA,NA,98,10,52.9
"141",141,2951,31831,15,5.1,2019,"Beggingen",64.2,0.6,14.7,4.6,1.8,NA,1.8,32,4,69.7
"142",142,5704,54928,106,23.9,2019,"Begnins",19.1,1.9,19.7,20.4,10.8,0.1,0.1,94,10,42.2
"143",143,4224,43215,51,12,2019,"Beinwil (Freiamt)",39.8,23.7,5.4,6.6,5.8,3.1,1.4,83,9,46.9
"144",144,2612,26423,7,21.5,2019,"Beinwil (SO)",25.5,37.2,4.7,7.1,2,0.2,0.2,7,1,53.6
"145",145,4131,41188,138,14.5,2019,"Beinwil am See",32.2,5.6,14.7,13.2,8.1,3.4,4.5,78,8,48.7
"146",146,2175,30669,101,11.1,2019,"Belfaux",14,21.9,27.3,10.4,6.5,0.6,5.4,25,3,45.9
"147",147,2542,33528,177,18.7,2019,"Bellach",29,14.7,18.5,8.4,5.9,2,1.1,42,5,43.5
"148",148,6606,39843,135,24.3,2019,"Bellevue",16.7,6.9,12,22.7,6.4,0.4,0.6,74,8,41.8
"149",149,4022,51744,80,14.7,2019,"Bellikon",33.8,10.1,11.5,7.6,11.5,5.1,2.6,92,10,52.6
"150",150,5002,31330,1356,24.3,2019,"Bellinzona",9.9,17,18.1,12.4,0.7,NA,NA,28,3,47.7
"151",151,732,47658,80,16.9,2019,"Bellmund",28.2,2.2,13.2,8,11.8,10.3,4.3,89,9,49.9
"152",152,6052,32967,12,3.1,2019,"Bellwald",27.1,52.6,10.7,4.2,2,NA,0.3,39,4,48
"153",153,2053,30457,169,17.5,2019,"Belmont-Broye",20.9,14.5,23.6,10.4,4.4,0.6,3.2,23,3,37.7
"154",154,5581,54179,204,27.8,2019,"Belmont-sur-Lausanne",11,2.4,18.9,21.7,11.1,0.4,0.7,93,10,47
"155",155,5902,35781,13,23.4,2019,"Belmont-sur-Yverdon",33.5,2,14.3,13.1,3.3,0.6,3.2,56,6,45.2
"156",156,861,36535,423,8.3,2019,"Belp",32.8,1.9,16.4,9,9.6,9.5,5.1,60,6,48.9
"157",157,681,35212,10,7.9,2019,"Belprahon",28.8,28.5,5.7,11.9,2.2,1.4,0.2,52,6,43.9
"158",158,3312,30055,90,10.3,2019,"Benken (SG)",44.3,23.1,4.6,7.4,5.5,0.6,0.4,21,3,41.1
"159",159,22,45159,38,9.8,2019,"Benken (ZH)",46.6,2.8,10.5,12.1,9.3,4.2,1.2,86,9,47.2
"160",160,2882,36618,24,12.9,2019,"Bennwil",44.1,2.2,9.6,18.9,8.7,2.1,1.2,60,6,40
"161",161,5512,33468,43,27,2019,"Bercher",19.7,2.7,17.4,16.8,7.6,0.6,0.5,42,5,43.8
"162",162,3211,43953,37,13.2,2019,"Berg (SG)",33.8,21.5,10.4,11.1,5.7,0.3,2.3,84,9,52.3
"163",163,4891,36703,127,9.6,2019,"Berg (TG)",44.5,13.2,7.1,7.4,7.8,1.5,3.4,61,7,50.1
"164",164,23,65678,38,7.3,2019,"Berg am Irchel",52.7,1.1,6.2,8.1,15.1,3.5,2.2,97,10,56.6
"165",165,4023,54832,155,15.7,2019,"Bergdietikon",39.7,5.8,11,7.5,11.9,3.8,2.5,94,10,44.5
"166",166,3544,28161,25,18,2019,"Bergün Filisur",28.5,9.5,17.6,5.5,10,11,NA,12,2,50.2
"167",167,4062,42815,204,14.1,2019,"Berikon",32.6,13.1,13.3,8.6,10.4,3.3,2.1,82,9,46.5
"168",168,2932,34048,168,12.8,2019,"Beringen",42.5,2.9,20.9,6.6,7.2,NA,1.7,45,5,57.3
"169",169,972,44490,2,2.5,2019,"Berken",78.3,0,3.9,0.6,4.3,7.3,0,85,9,70
"170",170,4801,44027,39,10.4,2019,"Berlingen",32.4,9,14.4,17.6,6.6,1.9,5.8,84,9,54.5
"171",171,351,39295,5289,7.6,2019,"Bern",9.5,2,28.7,25.2,13.5,4.2,2.5,72,8,56
"172",172,3233,39558,156,16.8,2019,"Berneck",33.5,18.6,9.8,8.9,8.4,0.5,0.9,73,8,46
"173",173,6607,46244,474,16.3,2019,"Bernex",12.8,14.8,14.6,24,5,0.4,0.6,88,9,43.7
"174",174,5424,33941,10,17.5,2019,"Berolle",30.8,0.9,24.1,13.3,4.9,0.4,0.1,44,5,44.2
"175",175,1081,31819,211,14.7,2019,"Beromünster",24.8,40.4,6.4,7.3,5.3,NA,0.7,31,4,52.4
"176",176,4226,35310,22,7.6,2019,"Besenbüren",39.8,10.2,14.7,6.8,8.9,5.1,3.9,53,6,46
"177",177,973,32124,21,3.8,2019,"Bettenhausen",41.3,0.4,19,9.9,5,12,1.8,33,4,47.7
"178",178,5471,39121,25,20.6,2019,"Bettens",25.5,4.8,15.5,16.8,8.4,2.3,0.5,71,8,38.5
"179",179,2702,88415,103,9.9,2019,"Bettingen",17.4,10.2,15.4,5.7,5.1,0.2,7.4,99,10,60.7
"180",180,2543,41611,207,19.5,2019,"Bettlach",28.6,16.8,18.1,5.8,5.9,1.9,1.4,79,8,41.1
"181",181,6205,40182,18,1,2019,"Bettmeralp",30.5,54.3,2.4,9.2,2.5,NA,0.2,75,8,50.6
"182",182,4716,40686,50,9.5,2019,"Bettwiesen",48.7,15.7,7.1,5.6,7.2,3.6,2,77,8,36.6
"183",183,4227,37326,24,10.8,2019,"Bettwil",43.2,18.1,9.1,3,6.8,3.6,3.1,64,7,50.4
"184",184,6773,33368,4,12.2,2019,"Beurnevésin",19.5,30.5,22,4.9,NA,NA,11,41,5,35.7
"185",185,3781,46587,28,18.2,2019,"Bever",28.7,5.5,29.2,5.3,6.4,6.8,NA,88,9,45.9
"186",186,5402,24140,190,19.8,2019,"Bex",23.2,2.1,24.4,15.1,6.9,0.4,0.8,3,1,39.5
"187",187,5281,25768,157,21.8,2019,"Biasca",10,17.3,19,8.5,0.2,NA,NA,5,1,49.5
"188",188,2513,33062,290,14.6,2019,"Biberist",23.6,10.5,25.6,12.7,6.7,2.9,1.2,39,4,41.4
"189",189,4002,56183,90,20.1,2019,"Biberstein",22.3,5.3,18.8,12.6,8.7,3.4,3.6,94,10,57.9
"190",190,4721,35024,101,11.5,2019,"Bichelsee-Balterswil",37.5,20,7.3,10.1,7.2,2.5,1.7,51,6,43.3
"191",191,2764,57574,200,19.7,2019,"Biel-Benken",25.7,14.1,14.5,15.7,7,0.7,2.4,95,10,49.1
"192",192,371,28602,1590,7.9,2019,"Biel/Bienne",15.4,2.4,26.4,24.1,8.9,3.9,3.2,14,2,35.9
"193",193,2445,37139,12,22,2019,"Biezwil",34.9,6.6,10.7,13,6.1,4.9,0,63,7,44.2
"194",194,603,32500,59,6,2019,"Biglen",37,0.6,12.1,6.9,8,16.5,4.5,36,4,48.7
"195",195,2063,31828,25,18.6,2019,"Billens-Hennens",24.3,16.1,16.8,13.1,1.8,1.2,1.9,31,4,40.8
"196",196,6054,25187,3,0.5,2019,"Binn",17.1,73.1,3.4,5.9,0,NA,0,4,1,51.9
"197",197,2765,61287,968,22.8,2019,"Binningen",19.3,8.7,20.8,18.2,6.9,1,2.2,96,10,47.6
"198",198,5151,42426,113,20.6,2019,"Bioggio",14.6,16.9,9.9,10.5,0.9,NA,NA,81,9,50.8
"199",199,5903,36090,8,15.7,2019,"Bioley-Magnoux",49.2,1.6,8.8,14.8,6.9,0.2,0.3,58,6,56.6
"200",200,5513,40997,21,35.1,2019,"Bioley-Orjulaz",29.5,6.8,7.5,10.6,4.8,0.4,0.8,77,8,47.8
"201",201,242,45231,304,14.4,2019,"Birmensdorf (ZH)",32.7,6.7,13.9,11.8,14.4,1.6,1.9,86,9,47.6
"202",202,4024,44126,132,12.3,2019,"Birmenstorf (AG)",28.8,23.7,9.8,8.5,7,3.9,2.7,85,9,47.3
"203",203,4092,29231,134,15.2,2019,"Birr",37.7,5.7,16.8,5.4,5.7,2.9,6,17,2,36.7
"204",204,4093,40260,30,14.8,2019,"Birrhard",47,4.7,8.5,7,8.9,4,3.2,75,8,43.2
"205",205,4132,46162,53,16.6,2019,"Birrwil",35.5,7,12.5,9.3,5.3,3,3.6,88,9,49.8
"206",206,2766,34203,357,10.4,2019,"Birsfelden",21.9,8.5,33.3,16,3,1.1,5.4,46,5,35
"207",207,4901,32890,44,3.4,2019,"Birwinken",50.8,9.8,7.9,9.1,6.9,3.9,3.6,38,4,49.9
"208",208,4471,31249,187,7.3,2019,"Bischofszell",32.9,16.9,11.5,8,10.8,1.6,3.4,28,3,41.2
"209",209,5154,49555,45,18.3,2019,"Bissone",14.6,16.5,14.5,7.5,0.4,NA,NA,91,10,53
"210",210,6172,37027,1,0,2019,"Bister",27,44.7,14.5,10.5,3.3,NA,0,62,7,67.9
"211",211,6173,31002,31,1.7,2019,"Bitsch",39.6,43.6,6.1,8.8,0.2,NA,0,27,3,57.4
"212",212,5425,27326,44,23.4,2019,"Bière",32.1,0.7,20.5,12.1,4.8,0.5,0.4,9,1,40.3
"213",213,6192,31745,9,0.5,2019,"Blatten",20,73.6,1.7,3.8,0.1,NA,0.3,31,4,79.3
"214",214,2781,44634,31,8.5,2019,"Blauen",31.7,19.7,16.7,16.5,3.7,1.3,0.9,85,9,48.9
"215",215,324,31383,22,5.1,2019,"Bleienbach",53.2,0.4,16.6,5.6,5.4,7.7,2.1,29,3,44.8
"216",216,5049,28374,50,19.3,2019,"Blenio",17.5,18.1,15.7,7.2,0.4,NA,NA,13,2,48.5
"217",217,5881,53776,331,30.6,2019,"Blonay",13.9,2.3,17.7,17.4,11.7,0.5,1.1,93,10,46.7
"218",218,922,29290,37,3.2,2019,"Blumenstein",49.6,0.2,10.3,6.3,5.9,9.6,6.5,17,2,43.7
"219",219,5064,20591,20,8.9,2019,"Bodio",7.8,46.1,13.1,6.6,0.8,NA,NA,1,1,57.5
"220",220,5747,35135,7,18.8,2019,"Bofflens",30.5,1.9,17.6,15.2,8.4,1.6,0,52,6,49.3
"221",221,5705,51715,44,27.7,2019,"Bogis-Bossey",17.9,4.3,12.3,19.4,13.3,0.2,1.5,92,10,38.9
"222",222,2514,34458,21,16.9,2019,"Bolken",23.5,13.6,20.1,11.3,6.9,4.8,0.3,47,5,45.2
"223",223,352,45667,287,14.6,2019,"Bolligen",22.4,3.3,16.5,13.7,12.4,8.6,4,87,9,59.4
"224",224,791,22849,29,5.6,2019,"Boltigen",68.7,0.2,5,3.7,4.9,4.5,0.8,2,1,49.7
"225",225,3721,34486,120,11.1,2019,"Bonaduz",26.8,20.5,15.8,5.7,12.4,7.7,NA,47,5,42.6
"226",226,6774,34688,42,6.1,2019,"Boncourt",13.7,35.1,26.5,9.2,NA,NA,9.4,49,5,41.1
"227",227,6775,29177,19,11.6,2019,"Bonfol",30.5,22.1,20,11.8,NA,NA,3.9,16,2,37.9
"228",228,2571,35002,27,17.9,2019,"Boningen",38.5,10.8,18.2,3.9,3.4,4.5,1.2,51,6,39.2
"229",229,4192,37859,56,10.9,2019,"Boniswil",38,5.3,15.8,11,9.8,2.3,3,66,7,48.5
"230",230,3,45237,252,15.4,2019,"Bonstetten",26.1,3.9,16.7,12.4,16.2,1.3,4.2,86,9,54.3
"231",231,5551,43457,21,26.2,2019,"Bonvillars",29,1.7,13.5,19,5.2,0.4,0.3,84,9,48.8
"232",232,82,61813,89,13.9,2019,"Boppelsen",38.1,2.4,8.7,10.2,15,1.1,6.3,96,10,53.8
"233",233,5706,61050,69,27.7,2019,"Borex",21.8,4.7,14.2,11.2,16.6,0.2,0.9,96,10,45.4
"234",234,5304,26092,1,22.6,2019,"Bosco/Gurin",13.4,15.2,14.6,9.1,4.9,NA,NA,6,1,46.7
"235",235,2323,32233,49,12.2,2019,"Bossonnens",19.8,13.4,27.1,11.2,7,0.7,3.7,34,4,36.4
"236",236,4228,34219,98,9.6,2019,"Boswil",48.8,16.1,9.7,6.3,4,2.8,1.1,46,5,42.6
"237",237,5514,38770,50,22.7,2019,"Bottens",30.9,5,11,13.5,9.4,0.5,1.4,70,7,42.5
"238",238,4273,36539,29,9.7,2019,"Bottenwil",46.1,4.6,12.9,7.4,4.9,3.1,7.8,60,6,46
"239",239,2123,32175,20,13.8,2019,"Botterens",22.8,18,23.6,11,5.3,0.3,4,34,4,42.5
"240",240,4643,57715,133,17.3,2019,"Bottighofen",27.2,14,17,11.4,8.8,1.8,1.7,95,10,48.4
"241",241,2767,69773,473,24.8,2019,"Bottmingen",21.8,8.8,18.7,14.5,7.6,1,2.8,98,10,50.3
"242",242,6404,32143,200,23.6,2019,"Boudry",12.5,3.7,18.8,22,10.4,NA,NA,34,4,35.4
"243",243,5426,81714,39,20.6,2019,"Bougy-Villars",32.2,2.9,11.3,18.2,11.4,0.2,0,99,10,51.1
"244",244,5661,38606,14,21.6,2019,"Boulens",21,1.3,12.1,26.5,7.9,0.9,2.9,69,7,47
"245",245,6032,31349,6,40.2,2019,"Bourg-Saint-Pierre",13.3,33.6,7.2,4.2,0,NA,0.5,29,3,72
"246",246,5613,56987,304,30.2,2019,"Bourg-en-Lavaux",12.9,2.3,17.6,21.3,9.8,0.1,0.6,95,10,53.7
"247",247,5472,42247,18,19.7,2019,"Bournens",30.6,0.2,19.5,12.3,15.3,0.2,0.2,80,8,46.2
"248",248,6703,29995,8,1.7,2019,"Bourrignon",31.6,23.1,17.9,15.8,NA,NA,9.8,20,3,51.5
"249",249,5473,42476,42,17.6,2019,"Boussens",29.4,2.1,18.2,19.3,10.3,0.5,0.4,81,9,40.4
"250",250,6131,25686,24,18.8,2019,"Bovernier",9.9,44.7,15.3,8,1.3,NA,0.9,5,1,55.1
"251",251,605,25842,35,2.3,2019,"Bowil",51.9,0.6,9.6,7.5,4.7,10.9,6,5,1,42.4
"252",252,6702,30652,28,8.7,2019,"Boécourt",16.2,16.6,19.9,17.7,NA,NA,20.9,25,3,41.4
"253",253,4723,37447,31,5.5,2019,"Braunau",55.5,8.3,6.6,9,6.6,3.9,3,64,7,53
"254",254,3792,34033,53,30.6,2019,"Bregaglia",26.4,3.9,13,4.3,7.6,14.1,NA,45,5,40.3
"255",255,5269,36425,71,19.7,2019,"Breggia",9.6,22.5,13.3,16.2,0.6,NA,NA,59,6,54.4
"256",256,3981,28651,50,4.1,2019,"Breil/Brigels",27.3,46.5,6.9,3.7,3.9,7.5,NA,14,2,44.6
"257",257,2613,34081,133,35,2019,"Breitenbach",26.2,10.6,10,8.9,5.7,1.3,1.5,45,5,41
"258",258,5622,54637,32,30.2,2019,"Bremblens",25.7,0.8,9.5,18,11.1,0.2,0.2,93,10,47.3
"259",259,4063,39401,324,11.4,2019,"Bremgarten (AG)",27.8,12.5,20.1,11.2,10.3,2.4,2,72,8,44.1
"260",260,353,48346,211,12.8,2019,"Bremgarten bei Bern",17.6,2.5,21.4,18.2,15,6.9,1.8,89,9,62.1
"261",261,606,32482,16,8.7,2019,"Brenzikofen",46.6,0.6,5,8.6,8.5,9.3,5.2,36,4,51
"262",262,5515,40874,35,19.3,2019,"Bretigny-sur-Morrens",20.6,1.4,19.4,20.9,9.6,0.6,1.1,77,8,47
"263",263,5748,30387,8,15.3,2019,"Bretonnières",28.7,0.8,12.1,25.1,3.9,0.8,7.8,23,3,52.5
"264",264,2883,30716,23,11.8,2019,"Bretzwil",49.8,3,11.6,14.3,2.4,0.6,5.8,25,3,40.9
"265",265,573,29741,93,9,2019,"Brienz (BE)",38.7,0.9,12.5,11.8,7.5,6.7,2.5,19,2,45.9
"266",266,574,29051,14,2.7,2019,"Brienzwiler",59.1,0.8,7.2,8.8,7,5.2,1.4,16,2,47.6
"267",267,6002,34333,449,3.9,2019,"Brig-Glis",32.8,44.5,10,6.8,1.8,NA,0.1,47,5,55.8
"268",268,5095,30592,5,9.9,2019,"Brione (Verzasca)",8.3,21.3,21.1,11.9,0,NA,NA,24,3,44.7
"269",269,5096,41638,20,25,2019,"Brione sopra Minusio",13.3,20.2,8.2,9.8,3.3,NA,NA,79,8,51.7
"270",270,2782,33963,56,10.1,2019,"Brislach",38.3,17.8,17.1,8,4.1,1.6,3,45,5,33.9
"271",271,5097,41416,70,22.4,2019,"Brissago",16.8,13,14.7,9.9,1,NA,NA,78,8,50.8
"272",272,4274,35651,141,8.9,2019,"Brittnau",45.2,4.2,10.8,10.8,6.2,3.7,6,55,6,44.8
"273",273,2124,30316,80,24.1,2019,"Broc",15.5,18.7,24.5,8.6,3,0.6,2.3,23,3,40.9
"274",274,6433,38491,11,31.9,2019,"Brot-Plamboz",30.4,8.6,5.5,9.4,4.2,NA,NA,69,7,46.9
"275",275,4095,37345,419,16.1,2019,"Brugg",19.3,8.4,20.6,15.3,8.8,2.6,5,64,7,52.3
"276",276,4193,38091,33,17,2019,"Brunegg",42,6.6,11.4,7.4,5.2,3.6,2.6,67,7,36.9
"277",277,5160,44112,20,15.6,2019,"Brusino Arsizio",8.3,20.9,18,13.7,0,NA,NA,85,9,50.7
"278",278,3551,26024,29,7.1,2019,"Brusio",52.8,10.4,19.2,0.4,3.6,6.4,NA,6,1,41
"279",279,733,28827,126,4.8,2019,"Brügg",23.9,2.2,23,16.5,9.8,9,3.6,15,2,35.6
"280",280,2292,34732,23,5.6,2019,"Brünisried",35.5,25.1,11.5,9.8,3.8,0.7,5.2,49,5,37.8
"281",281,491,31720,19,7.7,2019,"Brüttelen",45.2,0,11.9,12.7,7.1,10.3,2.2,31,4,44.7
"282",282,213,54646,113,17.4,2019,"Brütten",35,3.8,11.3,8.8,14.9,2.7,3.3,94,10,55.2
"283",283,2823,38607,170,12.8,2019,"Bubendorf",26.9,5.2,23.7,16.8,5.9,1.2,7.4,69,7,47.8
"284",284,112,41929,308,11.5,2019,"Bubikon",31.6,5.1,11.5,12.4,13.9,2.2,4.4,80,8,49.2
"285",285,2961,35609,12,4.1,2019,"Buch (SH)",50.6,4.6,20.7,7.5,3.7,NA,1.7,55,6,59.6
"286",286,24,41297,40,13.2,2019,"Buch am Irchel",48.6,2.5,4.9,6.4,12.2,3.2,4.2,78,8,53
"287",287,2933,59133,50,9.4,2019,"Buchberg",52,1.1,12.6,8.8,10.2,NA,1.6,96,10,68.2
"288",288,2465,39657,102,20.2,2019,"Buchegg",30.6,5.8,17.4,10.2,8.4,6.1,0.5,73,8,49.2
