"","GEO_NAME","GEO_ID.y","net_income_mio","net_income_per_hab","Regions-ID","perc","decile","GEO_ID.x","party_share","share"
"339","Trüllikon",40,34,34052,NA,71,8,40,"share_pdc",1.5
"340","Trüllikon",40,34,34052,NA,71,8,40,"plr_share",NA
"341","Truttikon",41,13,28461,41,39,4,41,"pbd_share",9.2
"342","Truttikon",41,13,28461,41,39,4,41,"vert_share",4.3
"343","Truttikon",41,13,28461,41,39,4,41,"pst_sol_share",0.5
"344","Truttikon",41,13,28461,41,39,4,41,"pvl_share",10.6
"345","Truttikon",41,13,28461,41,39,4,41,"pev_share",5.6
"346","Truttikon",41,13,28461,41,39,4,41,"udc_share",37.9
"347","Truttikon",41,13,28461,41,39,4,41,"pss_share.x",12.1
"348","Truttikon",41,13,28461,41,39,4,41,"pss_share.y",12.1
"349","Truttikon",41,13,28461,41,39,4,41,"share_pdc",2.4
"350","Truttikon",41,13,28461,41,39,4,41,"plr_share",5.7761253486
"351","Unterstammheim",42,28,31599,42,59,6,42,"pbd_share",4.5
"352","Unterstammheim",42,28,31599,42,59,6,42,"vert_share",6.4
"353","Unterstammheim",42,28,31599,42,59,6,42,"pst_sol_share",0.3
"354","Unterstammheim",42,28,31599,42,59,6,42,"pvl_share",13.5
"355","Unterstammheim",42,28,31599,42,59,6,42,"pev_share",4.8
"356","Unterstammheim",42,28,31599,42,59,6,42,"udc_share",36.3
"357","Unterstammheim",42,28,31599,42,59,6,42,"pss_share.x",12.9
"358","Unterstammheim",42,28,31599,42,59,6,42,"pss_share.y",12.9
"359","Unterstammheim",42,28,31599,42,59,6,42,"share_pdc",1.9
"360","Unterstammheim",42,28,31599,42,59,6,42,"plr_share",14.8313027179
"361","Volken",43,11,36092,43,78,8,43,"pbd_share",11
"362","Volken",43,11,36092,43,78,8,43,"vert_share",0.7
"363","Volken",43,11,36092,43,78,8,43,"pst_sol_share",0
"364","Volken",43,11,36092,43,78,8,43,"pvl_share",8.7
"365","Volken",43,11,36092,43,78,8,43,"pev_share",6
"366","Volken",43,11,36092,43,78,8,43,"udc_share",51
"367","Volken",43,11,36092,43,78,8,43,"pss_share.x",7.4
"368","Volken",43,11,36092,43,78,8,43,"pss_share.y",7.4
"369","Volken",43,11,36092,43,78,8,43,"share_pdc",2.5
"370","Volken",43,11,36092,43,78,8,43,"plr_share",10.8101629914
"371","Waltalingen",44,25,35677,44,76,8,44,"pbd_share",7.1
"372","Waltalingen",44,25,35677,44,76,8,44,"vert_share",7.3
"373","Waltalingen",44,25,35677,44,76,8,44,"pst_sol_share",0
"374","Waltalingen",44,25,35677,44,76,8,44,"pvl_share",10.5
"375","Waltalingen",44,25,35677,44,76,8,44,"pev_share",3.6
"376","Waltalingen",44,25,35677,44,76,8,44,"udc_share",47.8
